DURAK_ADI,display_name
YENİ ŞAHİN SOKAK,"Ferah Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34692, Türkiye"
M.AKİF ERSOY MAH.,"Mehmet Akif Ersoy Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34682, Türkiye"
K.TEPE BÜYÜK CAMİ,"Kirazlıtepe Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
K.TEPE BÜYÜK CAMİ,"Kirazlıtepe Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
NATO YOLU,"Çengelköy Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
NATO YOLU,"Çengelköy Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
ÇAMLICA CAD.,"Beylerbeyi Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
KÜPLÜCE,"Beylerbeyi Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
Y.EMRE SAĞLIK OCAĞI,"Küplüce Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
Y.EMRE SAĞLIK OCAĞI,"Kirazlıtepe Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
SARAY,"Kirazlıtepe Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
SAHRA GİRİŞİ,"Yenisahra Mahallesi, İstanbul, Türkiye"
MERKEZ CAMİİ,"Yenisahra Mahallesi, İstanbul, Türkiye"
KİREÇHANELER,"Barbaros Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34746, Türkiye"
SULTANBEYLİ PERONLAR,"Akşemsettin Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SULTANBEYLİ PERONLAR,"Akşemsettin Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KAYMAKDONDURAN SAP.,"Ortaçeşme Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
HASANPAŞA,"Hasanpaşa Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34772, Türkiye"
HASANPAŞA,"Hasanpaşa Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34772, Türkiye"
EMANET ALEMDAR CAMİ,"Cumhuriyet Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34697, Türkiye"
KÖY YOLU,"Cumhuriyet Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KÖY YOLU,"Yeni Mahalle, İstanbul, Marmara Bölgesi, Türkiye"
MURAT ÇEŞME,"Yeni Mahalle, İstanbul, Marmara Bölgesi, Türkiye"
SİLİVRİ CADDESİ,"Cumhuriyet Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SİLİVRİ OTOGAR,"Yeni Mahalle, İstanbul, Marmara Bölgesi, Türkiye"
DURUMAN,"Selimpaşa Mahallesi, Silivri, İstanbul, Marmara Bölgesi, 34590, Türkiye"
DURUMAN,"Selimpaşa Mahallesi, Silivri, İstanbul, Marmara Bölgesi, 34590, Türkiye"
KARŞIYAKA,"Bahçeşehir 1. Kısım Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, Türkiye"
YARIMBURGAZ CADDESİ,"İstasyon Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
1866.SOKAK,"Yeşilkent Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GÜZELKENT,"Selimpaşa Mahallesi, Silivri, İstanbul, Marmara Bölgesi, 34590, Türkiye"
GÜZELKENT,"Selimpaşa Mahallesi, Silivri, İstanbul, Marmara Bölgesi, 34590, Türkiye"
1817.SOKAK,"Mehterçeşme Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
BATIKÖY (E5),"Mimaroba Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
ÇATALCA KAYMAKAMLIĞI,"Kaleiçi Mahallesi, Çatalca, İstanbul, Marmara Bölgesi, 34540, Türkiye"
PARK,"Zafer Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34194, Türkiye"
KARABURUN,
MEVLANA CAMİİ,
DEREYOLU,
ŞELALE SOKAK,
GÜNAYDIN,"15 Temmuz Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
YAHYA ÇAVUŞ,"Firuzköy Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
FISTIK SOKAK,"Kavakpınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye"
OTOBAN GİRİŞİ,"Fatih Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, 34885, Türkiye"
SANAYİ MAHALLESİ,"Huzur Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34485, Türkiye"
ÇAYIRBAŞI MERKEZ,
4.LEVEND,"Konaklar Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34330, Türkiye"
4.LEVEND,"Konaklar Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34330, Türkiye"
FABRİKALAR,"Levent Mahallesi, İstanbul, Marmara Bölgesi, 34330, Türkiye"
LEVENT,"Levent Mahallesi, İstanbul, Marmara Bölgesi, 34330, Türkiye"
ALİPAŞA YOLU,"Mimar Sinan Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ZEYNEL ABİDİN CAMİİ,"Türkoba Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34537, Türkiye"
ATATÜRK CADDESİ,"Şehitler Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
DEREBOYU,"Yeşilkent Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
DEREBOYU,"Yeşilkent Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ESTON REŞİTPAŞA EVLE,"Marmara Mahallesi, İstanbul, Marmara Bölgesi, 34524, Türkiye"
KOZA EVLERİ YOLU,"Tahtakale Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
KALENDER,"Tarabya Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34457, Türkiye"
TARABYA,"Tarabya Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34457, Türkiye"
TARABYA,"Tarabya Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34457, Türkiye"
KÜÇÜKÇEKMECE,"Fatih Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
TABYAALTI,"Tarabya Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34457, Türkiye"
KİREÇBURNU,"Kireçburnu Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye"
KİREÇBURNU,"Kireçburnu Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye"
KEFELİKÖY,"Cumhuriyet Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ÇAYIRBAŞI,"Çayırbaşı Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye"
ÇAYIRBAŞI,"PTT Evleri Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye"
MEHMET İPKİN İ.Ö.O,"Büyükdere Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SAĞLIK MERKEZİ,"Rami Yeni Mahalle, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
"İnönü Mahallesi, 428. Sokak Üzeri","İnönü Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, 34000, Türkiye"
Halilurrahman Camii,"Atakent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
"Başak Mahallesi, Yunus Emre Caddesi Otobüs Durağı Yanı","Başak Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34480, Türkiye"
Kurtköy/Emsey Hospital (Selçuklu Caddesi-2 araç),"Çamlık Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34912, Türkiye"
Balık Yolu Caddesi-428.Sokak Kesişimi (2 Araç),"Yeşilkent Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
Ormantepe Sk. İle 547. Sk. Kesişimi Son Durak,"Cumhuriyet Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34186, Türkiye"
ÜMRANİYE ÇARŞI,"Atatürk Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34764, Türkiye"
ÜMRANİYE ÇARŞI,"Atatürk Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34764, Türkiye"
PINAR SİTESİ,"Yenişehir Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34779, Türkiye"
F.RIFKI ATAY CD.,"Çavuş Mahallesi, İstanbul, Marmara Bölgesi, 34980, Türkiye"
N. FAZIL KISAKÜREK,"Necip Fazıl Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
N. FAZIL KISAKÜREK,"Aşağı Dudullu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34773, Türkiye"
ATAKENT LİSESİ,"Atakent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
GENÇLİK SOKAK,"Atakent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
DURU SOKAK,"Atakent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
GENÇOSMAN,"Atakent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
LİSE YOLU,"Namık Kemal Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
NAMAZGAH SAPAĞI,"Bulgurlu Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34696, Türkiye"
NAMAZGAH SAPAĞI,"Bulgurlu Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34696, Türkiye"
SARIÇİÇEK,"Fatih Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, 34885, Türkiye"
BLOKLAR,"Fatih Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
AVCILAR YANYOL,"Fatih Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
KAYIŞDAĞI YOLU,"İnönü Mahallesi, İstanbul, Türkiye"
CUMHURİYET MAHALLESİ,"Barbaros Hayrettin Paşa Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HACI ŞERİF,"Denizköşkler Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
LONDRA ASFALTI,"Gümüşpala Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
ŞÜKRÜBEY,"Merkez Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
BÜYÜKŞEHİR KONUTLAR,"Büyükşehir Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
BEYKENT,"Cumhuriyet Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
GÜVENEVLER SİTESİ,"Başak Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34480, Türkiye"
GÜL,"Fındıklı Mahallesi, İstanbul, Marmara Bölgesi, 34854, Türkiye"
ÜSKÜDAR CADDESİ,"Mimar Sinan Mahallesi, İstanbul, Türkiye"
ÜSKÜDAR CADDESİ,"Ferhatpaşa Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34888, Türkiye"
M.KEMALPAŞA MAH.,"Mustafa Kemal Paşa Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
FEVZİ ÇAKMAK CADDESİ,"Firuzköy Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
ÖRNEKTEPE MAHALLESİ,"Örnek Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ÖRNEKTEPE MAHALLESİ,"Ardıçlı Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
FİRUZKÖY,"Firuzköy Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
EVREN SANAYİ SİTESİ,"Koza Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HASAN GÜREL İLK ÖĞRE,"Tevfikbey Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
FATİH CADDESİ,"Yeşilkent Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
EVLİYA ÇELEBİ,"Halkalı Merkez Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34303, Türkiye"
BAHÇEŞEHİR,"Bahçeşehir 2. Kısım Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34488, Türkiye"
İŞ MERKEZİ,"Orta Mahalle, Kartal, İstanbul, Marmara Bölgesi, 34880, Türkiye"
İŞ MERKEZİ,"Orta Mahalle, Kartal, İstanbul, Marmara Bölgesi, 34880, Türkiye"
ÇEŞME,"Tahtakale Mahallesi, Avcılar, İstanbul, Marmara Bölgesi, Türkiye"
ORDU CADDESİ,"Karlıtepe Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
ORDU CADDESİ,"Karlıtepe Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
PARKKÖY,"Cumhuriyet Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
SAHİL YOLU-2,"Yeniköy Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
AYRANCILAR SAN. SİT,"Vatan Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, Türkiye"
151 SOKAK,"İsmetpaşa Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
YENİKÖY SAHİL,"Yeniköy Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
HACIMAŞLI,"Hacımaşlı Mahallesi, İstanbul, Marmara Bölgesi, 34492, Türkiye"
HACIMAŞLI YOL AĞZI,"Haraççı Mahallesi, İstanbul, Marmara Bölgesi, 34281, Türkiye"
M. YAZICIOĞLU CAD.,"50. Yıl Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
BALABAN SAPAĞI,"Boyalık Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
ÇİFTLİK,"Boyalık Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MAHMUTBEY YOLU,"Malkoçoğlu Mahallesi, Cebeci Köyü, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye"
DEPO,"Mareşal Fevzi Çakmak Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
AKYAZI CADDESİ,"Kayışdağı Mahallesi, İstanbul, 34755, Türkiye"
USLU CADDESİ,"Kayışdağı Mahallesi, İstanbul, 34755, Türkiye"
DÖRTYOL,"Kayışdağı Mahallesi, İstanbul, 34755, Türkiye"
KAYIŞDAĞI MAHALLESİ,"Kayışdağı Mahallesi, İstanbul, 34755, Türkiye"
ÜSK.YEŞİLAY MERKEZİ,"Acıbadem Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34718, Türkiye"
ÖZDİL SOKAK,"Mimar Sinan Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, 34782, Türkiye"
İÇERENKÖY,"İçerenköy Mahallesi, İstanbul, Marmara Bölgesi, 34752, Türkiye"
KAPTANLAR,"Kavacık Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34810, Türkiye"
KAVACIK DÖRTYOL,"Kavacık Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34810, Türkiye"
KAVACIK DÖRTYOL,"Kavacık Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34810, Türkiye"
HASAN YAVUZ,"Kavacık Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34810, Türkiye"
RÜZGARLI BAHÇE,"Rüzgarlıbahçe Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
SİNAN REİS,"Atatürk Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34758, Türkiye"
BURAK BEY,"Atatürk Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34758, Türkiye"
BURAK BEY,"Atatürk Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34758, Türkiye"
GARDENYA,"Atatürk Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34758, Türkiye"
KAMELYA,"Atatürk Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34758, Türkiye"
MARKETLER,"Adnan Kahveci Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye"
1.BULVAR,"Yakuplu Mahallesi, İstanbul, Marmara Bölgesi, 34524, Türkiye"
BİRLİK SAN SİT.,"Yakuplu Mahallesi, İstanbul, Marmara Bölgesi, 34524, Türkiye"
BİRLİK SAN.SİT,"Yakuplu Mahallesi, İstanbul, Marmara Bölgesi, 34524, Türkiye"
KIBRIS CADDESİ,"Barış Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
KIBRIS CADDESİ,"Barış Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
İTFAİYE,"Tuna Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye"
GÜMRÜK,"İstasyon Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
ATATÜRK CADDESİ,"Türkoba Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34537, Türkiye"
YAVUZ SOKAK,"Mehmet Akif Ersoy Mahallesi, İstanbul, Marmara Bölgesi, 34283, Türkiye"
ARNAVUTTEPE CAD,"Hürriyet Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34537, Türkiye"
TIRMIK SOKAK,"Hürriyet Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34537, Türkiye"
HÜRRİYET MAHHALESİ,"Hürriyet Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34537, Türkiye"
İSTİKLAL CADDESİ,"Ulus Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
ARTUKBEY İÖO.,"Yayalar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34909, Türkiye"
BOSNALILAR,"Rami Yeni Mahalle, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
BOSNALILAR,"Rami Yeni Mahalle, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
PLEVNE LİSESİ,"Merkez Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
FİDANLIK,"Mevlana Mahallesi, Gaziosmanpaşa, İstanbul, Marmara Bölgesi, Türkiye"
AYVANSARAY,"Defterdar Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
AYVANSARAY,"Defterdar Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
EYÜP İSKELESİ,"Nişancı Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34050, Türkiye"
EYÜP İSKELESİ,"Nişancı Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34050, Türkiye"
DÜĞMECİLER,"Düğmeciler Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
TAHTA MİNARE,"İslambey Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
TAHTA MİNARE,"İslambey Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
BAHARİYE,"Merkez Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 0000, Türkiye"
BAHARİYE,"Merkez Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 0000, Türkiye"
SELANİK BULVARI,"Mithatpaşa Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34075, Türkiye"
ZÜMRÜT SOKAK,"Karadolap Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
M.Ü. İLAHİYAT FAKÜL.,"Valide-i Atik Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
EVLENDİRME DAİRESİ,"Aziz Mahmut Hüdayi Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
KIZ KULESİ,"Salacak Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
KIZ KULESİ,"Salacak Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
SAHİL YOLU,"Salacak Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
HAREM,"Selimiye Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34668, Türkiye"
HAREM,"Selimiye Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34668, Türkiye"
GÜMRÜK,"Selimiye Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34668, Türkiye"
NUMUNE HASTANESİ,"Selimiye Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34668, Türkiye"
NUMUNE HASTANESİ,"Selimiye Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34668, Türkiye"
MÜTEVELLİ ÇEŞMESİ,"Barbaros Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
ALTUNİZADE CAMİ,"Altunizade Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
BLOKLAR,"Büyükbakkalköy Mahallesi, Maltepe, İstanbul, Marmara Bölgesi, 34858, Türkiye"
KİRAZ SOKAK,"Çavuşoğlu Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GÖKÇE SOKAK,"Çavuşoğlu Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
GÖKÇE SOKAK,"Çavuşoğlu Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
MARTI SOKAK,"Çavuşoğlu Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
YAŞAR DOĞU CADDESİ,"Karlıktepe Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
EVLENDİRME DAİRESİ,"Saray Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34768, Türkiye"
EVLENDİRME DAİRESİ,"İnkılap Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
İŞÇİ EVLERİ,"Barbaros Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
VALİDEBAĞ,"Koşuyolu Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34719, Türkiye"
VALİDEBAĞ,"Koşuyolu Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34719, Türkiye"
ADİLE SULTAN KASRI,"Barbaros Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
TOPHANELİOĞLU CAD.,"Altunizade Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
GÜLLÜ BAHÇE,"Altunizade Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
KOŞUYOLU,"Koşuyolu Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34719, Türkiye"
KOŞUYOLU CADDESİ,"Koşuyolu Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34719, Türkiye"
NEŞETBEY,"Burhaniye Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye"
ŞUAYİPLİ KÖYÜ,"Şuayipli Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
KAVAKLIDERE CAD.,"İstiklal Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
İSTİKLAL MAH.MUH,"İstiklal Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
Adnan Menderes Cad.,"Esatpaşa Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, Türkiye"
UYGAR SOKAK,"İstiklal Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
UYGAR SOKAK,"İstiklal Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
ESENEVLER MUHTARLIK,"Esenevler Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
İSTİKLAL MAH.MUH,"İstiklal Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
NAMIK KEMAL LİSESİ,"Namık Kemal Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
ESENEVLER MUHTARLIK,"Esenevler Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye"
6.Yol Sk.,"Orhanlı Mahallesi, İstanbul, Marmara Bölgesi, 34956, Türkiye"
6.Yol Sk.,"Orhanlı Mahallesi, İstanbul, Marmara Bölgesi, 34956, Türkiye"
1.Yol Sk.,"Orhanlı Mahallesi, İstanbul, Marmara Bölgesi, 34956, Türkiye"
1.Yol Sk.,"Orhanlı Mahallesi, İstanbul, Marmara Bölgesi, 34956, Türkiye"
1.Yol Sk.,"Orhanlı Mahallesi, İstanbul, Marmara Bölgesi, 34956, Türkiye"
1.Yol Sk.,"Orhanlı Mahallesi, İstanbul, Marmara Bölgesi, 34956, Türkiye"
E-5 Yan Yolu,"Doğu Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye"
E-5 Yan Yolu,"Kaynarca Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34890, Türkiye"
E-5 Yan Yolu,"Bahçelievler Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34893, Türkiye"
Ertuğrulgazi Cad.,"Velibaba Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye"
Basın Ekspres,"Yenibosna Merkez Mahallesi, İstanbul, Marmara Bölgesi, 34197, Türkiye"
Basın Ekspres,"Yenibosna Merkez Mahallesi, İstanbul, Marmara Bölgesi, 34197, Türkiye"
Avrupa Konutları Atalent-2,"Halkalı Merkez Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34303, Türkiye"
Avrupa Konutları Atalent-2,"Halkalı Merkez Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34303, Türkiye"
Kuyumcukent Kavşağı,"Yenibosna Merkez Mahallesi, İstanbul, Marmara Bölgesi, 34197, Türkiye"
Avrupa Konutları Atalent-2,"Halkalı Merkez Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34303, Türkiye"
Avrupa Konutları Atalent-2,"Halkalı Merkez Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, 34303, Türkiye"
AHMET YESEVİ CADDESİ,"Zafer Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34194, Türkiye"
Güngören Sk.,
Mehmet Akif Ersoy Cad.,"Şirinevler Mahallesi, İstanbul, Marmara Bölgesi, 34188, Türkiye"
Tersaneler Cad.,"Evliya Çelebi Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34944, Türkiye"
Tersaneler Cad.,"Evliya Çelebi Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34944, Türkiye"
Tersaneler Cad.,"Postane Mahallesi, İstanbul, Marmara Bölgesi, 34940, Türkiye"
Tersaneler Cad.,"Postane Mahallesi, İstanbul, Marmara Bölgesi, 34940, Türkiye"
Tersaneler Cad.,"Evliya Çelebi Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34944, Türkiye"
Fetih Caddes,"100. Yıl Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
Veysel Karani Caddesi,"100. Yıl Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye"
Alibeyköy Cep Otogarı,"Güzeltepe Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, Türkiye"
AKŞEMSETTİN CADDESİ,"İslambey Mahallesi, İstanbul, Marmara Bölgesi, Türkiye"
